"","date","eventId","selection","home","away","toverByPrice","turnover","APL"
"138","04/02/2017",4414106,"Sunderland","Crystal Palace","Sunderland",4297.58,786.94,5.46112791318271
"139","04/02/2017",4414146,"Bournemouth","Everton","Bournemouth",1314.658,267.46,4.91534435055709
"140","04/02/2017",4414146,"Draw","Everton","Bournemouth",6923.732,1725.68,4.01217606972324
"141","04/02/2017",4414146,"Everton","Everton","Bournemouth",26431.626,15467.9,1.70880507373334
"142","04/02/2017",4414196,"Draw","Southampton","West Ham",3399.308,932.02,3.64724791313491
"143","04/02/2017",4414196,"Southampton","Southampton","West Ham",19517.4104,10648.18,1.83293392861503
"144","04/02/2017",4414196,"West Ham","Southampton","West Ham",21732.0052,4504.06,4.82498128355306
"145","04/02/2017",4414230,"Draw","Tottenham","Middlesbrough",3388.063,572.76,5.91532753683916
"146","04/02/2017",4414230,"Middlesbrough","Tottenham","Middlesbrough",35182.96,2580.24,13.6355377794314
"147","04/02/2017",4414230,"Tottenham","Tottenham","Middlesbrough",13992.9884,10742.68,1.30256029221758
"148","04/02/2017",4414286,"Burnley","Watford","Burnley",6652.914,1672.34,3.97820658478539
"149","04/02/2017",4414286,"Draw","Watford","Burnley",5928.073,1845.36,3.2124208826462
"150","04/02/2017",4414286,"Watford","Watford","Burnley",9985.925,4665.56,2.1403486398203
"151","04/03/2017",4413915,"Bournemouth","Manchester Utd","Bournemouth",50888.06,3508.34,14.5048826510543
"152","04/03/2017",4413915,"Draw","Manchester Utd","Bournemouth",9148.405,1365.2,6.70114635218283
"153","04/03/2017",4413915,"Manchester Utd","Manchester Utd","Bournemouth",36683.9516,29039.5,1.26324322388471
"154","04/03/2017",4413924,"Draw","Leicester","Hull",4235.982,1187.54,3.56702258450242
"155","04/03/2017",4413924,"Hull","Leicester","Hull",12567.5006,2720.08,4.62026874209582
"156","04/03/2017",4413924,"Leicester","Leicester","Hull",75377.5692,40824.04,1.84640151244218
"157","04/03/2017",4413956,"Draw","Stoke","Middlesbrough",2279.914,691.48,3.29715103835252
"158","04/03/2017",4413956,"Middlesbrough","Stoke","Middlesbrough",10616.5834,2256.06,4.70580720370912
"159","04/03/2017",4413956,"Stoke","Stoke","Middlesbrough",9899.0938,5061.06,1.95593290733562
"160","04/03/2017",4413967,"Draw","Watford","Southampton",1209.077,373.86,3.23403680522121
"161","04/03/2017",4413967,"Southampton","Watford","Southampton",7980.431,3699.5,2.15716475199351
"162","04/03/2017",4413967,"Watford","Watford","Southampton",24653.272,6429.02,3.83468584636539
"163","04/03/2017",4414056,"Crystal Palace","West Brom","Crystal Palace",1429.616,406.14,3.52000787905648
"164","04/03/2017",4414056,"Draw","West Brom","Crystal Palace",454.339,139.86,3.2485270985271
"165","04/03/2017",4414056,"West Brom","West Brom","Crystal Palace",12962.811,6189.82,2.09421453289433
"166","04/03/2017",4414064,"Arsenal","Liverpool","Arsenal",57059.858,15036.62,3.79472634142513
"167","04/03/2017",4414064,"Draw","Liverpool","Arsenal",54808.753,15060.86,3.639151615512
"168","04/03/2017",4414064,"Liverpool","Liverpool","Arsenal",80354.9562,39861.76,2.01584065028739
"169","04/03/2017",4414100,"Burnley","Swansea","Burnley",4048.7748,965.56,4.19318820166535
"170","04/03/2017",4414100,"Draw","Swansea","Burnley",12945.776,3779.88,3.42491719313841
"171","04/03/2017",4414100,"Swansea","Swansea","Burnley",36689.6672,18280.74,2.00701214502258
"172","04/04/2017",4414129,"Draw","Manchester Utd","Everton",20996.3079995596,5127.68,4.09469935712829
"173","04/04/2017",4414129,"Everton","Manchester Utd","Everton",55801.96,8716.04,6.40221476725669
"174","04/04/2017",4414129,"Manchester Utd","Manchester Utd","Everton",30895.1259719466,19540.56,1.58107679472577
"175","04/04/2017",4414302,"Burnley","Burnley","Stoke",8278.5464,3358.1,2.4652471337959
"176","04/04/2017",4414302,"Draw","Burnley","Stoke",1890.033,615.14,3.07252495366908
"177","04/04/2017",4414302,"Stoke","Burnley","Stoke",10274.076,3177.88,3.23299684066107
"178","04/04/2017",4414410,"Draw","Watford","West Brom",5000.467,1590.94,3.1430896199731
"179","04/04/2017",4414410,"Watford","Watford","West Brom",2734.5276,1092.1,2.50391685743064
"180","04/04/2017",4414410,"West Brom","Watford","West Brom",5573.151,1761.84,3.16325602778913
"181","04/04/2017",4414428,"Draw","Leicester","Sunderland",6827.075332935,1524.54,4.4781214877504
"182","04/04/2017",4414428,"Leicester","Leicester","Sunderland",96192.7941511074,65089.12,1.4778628771
"183","04/04/2017",4414428,"Sunderland","Leicester","Sunderland",12744.47,1800.88,7.07680134156634
"184","04/12/2016",4413931,"Bournemouth","Bournemouth","Liverpool",24951.3546,5013.18,4.97715114956973
"185","04/12/2016",4413931,"Draw","Bournemouth","Liverpool",63312.878,15156.96,4.17714884779006
"186","04/12/2016",4413931,"Liverpool","Bournemouth","Liverpool",74233.251,42869.06,1.73162768206254
"187","04/12/2016",4413985,"Draw","Everton","Manchester Utd",16509.733,4681.88,3.52630417695456
"188","04/12/2016",4413985,"Everton","Everton","Manchester Utd",51084.44,12511.66,4.08294662738597
"189","04/12/2016",4413985,"Manchester Utd","Everton","Manchester Utd",118390.432,59121.82,2.00248287349747
"190","05/02/2017",4414008,"Draw","Leicester","Manchester Utd",14242.457,3717.4,3.83129526012805
"191","05/02/2017",4414008,"Leicester","Leicester","Manchester Utd",57662.625,10642.38,5.41820767535082
"192","05/02/2017",4414008,"Manchester Utd","Leicester","Manchester Utd",73244.2,41944.02,1.74623700827913
"193","05/02/2017",4414101,"Draw","Manchester City","Swansea",8047.11,1158.6,6.94554634904195
"194","05/02/2017",4414101,"Manchester City","Manchester City","Swansea",53700.465,44029.68,1.21964240939294
"195","05/02/2017",4414101,"Swansea","Manchester City","Swansea",116301.68,7796,14.9181221139046
"196","05/03/2017",4413881,"Draw","Sunderland","Manchester City",24929.855,3890.32,6.40817593411339
"197","05/03/2017",4413881,"Manchester City","Sunderland","Manchester City",34707.9668,26623.64,1.30365219782118
"198","05/03/2017",4413881,"Sunderland","Sunderland","Manchester City",63366.56,5158.54,12.2838167388447
"199","05/03/2017",4413998,"Draw","Tottenham","Everton",26101.08,6312.52,4.13481145406272
"200","05/03/2017",4413998,"Everton","Tottenham","Everton",37048.095,6483.66,5.71407121903369
"201","05/03/2017",4413998,"Tottenham","Tottenham","Everton",34303.6028,21185.76,1.61918207324165
"202","05/04/2017",4414032,"Chelsea","Chelsea","Manchester City",53674.7665,23455.66,2.28835029583478
"203","05/04/2017",4414032,"Draw","Chelsea","Manchester City",28599.518,8277.5,3.45509127151918
"204","05/04/2017",4414032,"Manchester City","Chelsea","Manchester City",28229.1584,8322.24,3.39201445764602
"205","05/04/2017",4414176,"Crystal Palace","Southampton","Crystal Palace",21817.2172,4596.06,4.74693916093349
"206","05/04/2017",4414176,"Draw","Southampton","Crystal Palace",597.568,173.88,3.43666896710375
"207","05/04/2017",4414176,"Southampton","Southampton","Crystal Palace",8078.375514139,4284.68,1.8854092987432
"208","05/04/2017",4414239,"Bournemouth","Liverpool","Bournemouth",7735.24,925.56,8.35736202947405
"209","05/04/2017",4414239,"Draw","Liverpool","Bournemouth",8879.937,1822.92,4.87127081824765
"210","05/04/2017",4414239,"Liverpool","Liverpool","Bournemouth",36052.6714345492,25762.82,1.39940703054049
"211","05/04/2017",4414242,"Draw","Swansea","Tottenham",776.248,199.12,3.8983929288871
"212","05/04/2017",4414242,"Swansea","Swansea","Tottenham",3812.596,701.82,5.43244136673221
"213","05/04/2017",4414242,"Tottenham","Swansea","Tottenham",18989.8325581014,11246.3,1.68854045847091
"214","05/04/2017",4414267,"Arsenal","Arsenal","West Ham",9242.6559909742,6440.44,1.43509697955019
"215","05/04/2017",4414267,"Draw","Arsenal","West Ham",4540.254,869.96,5.21892270909007
"216","05/04/2017",4414267,"West Ham","Arsenal","West Ham",26086.4,3535.84,7.37770939861532
"217","05/04/2017",4414372,"Draw","Hull","Middlesbrough",2639.977,812.38,3.24968241463355
"218","05/04/2017",4414372,"Hull","Hull","Middlesbrough",9883.404,4755.94,2.0781178904696
"219","05/04/2017",4414372,"Middlesbrough","Hull","Middlesbrough",3335.267666608,812.32,4.10585442511326
"220","05/05/2017",4414279,"Draw","West Ham","Tottenham",4320.707,868.9,4.97261710208309
"221","05/05/2017",4414279,"Tottenham","West Ham","Tottenham",74921.4044229272,53329.02,1.40488995340487
"222","05/05/2017",4414279,"West Ham","West Ham","Tottenham",83026.76,9787.44,8.48299044489672
"223","05/11/2016",4414035,"Burnley","Burnley","Crystal Palace",9646.481,2844,3.39187095639944
"224","05/11/2016",4414035,"Crystal Palace","Burnley","Crystal Palace",5845.1608,2504.62,2.33375154714088
"225","05/11/2016",4414035,"Draw","Burnley","Crystal Palace",2977.546,927.7,3.20960008623477
"226","05/11/2016",4414085,"Bournemouth","Bournemouth","Sunderland",22241.9938,13636.2,1.63109911852276
"227","05/11/2016",4414085,"Draw","Bournemouth","Sunderland",1375.802,338.64,4.06272738010867
"228","05/11/2016",4414085,"Sunderland","Bournemouth","Sunderland",31275.645,5505.88,5.68040803649916
"229","05/11/2016",4414130,"Chelsea","Chelsea","Everton",86993.038,57705.42,1.50753669239389
"230","05/11/2016",4414130,"Draw","Chelsea","Everton",69007.9636,15442.46,4.46871570980271
"231","05/11/2016",4414130,"Everton","Chelsea","Everton",80233.62,11649.46,6.8873252494107
"232","05/11/2016",4414181,"Draw","Manchester City","Middlesbrough",39156.875,5622.96,6.9637477414031
"233","05/11/2016",4414181,"Manchester City","Manchester City","Middlesbrough",17466.9924,14053.74,1.24287146339693
"234","05/11/2016",4414181,"Middlesbrough","Manchester City","Middlesbrough",74580.32,4988.24,14.9512292912931
"235","05/11/2016",4414215,"Draw","West Ham","Stoke",14989.579,4135.26,3.62482141388933
"236","05/11/2016",4414215,"Stoke","West Ham","Stoke",11618.063,3132.84,3.70847633457183
"237","05/11/2016",4414215,"West Ham","West Ham","Stoke",23628.9264,11582.1,2.04012453700106
"238","05/12/2016",4414269,"Draw","Middlesbrough","Hull",22600.437,6691.16,3.37765604170278
"239","05/12/2016",4414269,"Hull","Middlesbrough","Hull",151976.4608,28853.34,5.26720514158846
"240","05/12/2016",4414269,"Middlesbrough","Middlesbrough","Hull",158741.7254,82501.8,1.92410014569379
"241","06/03/2017",4413935,"Chelsea","West Ham","Chelsea",234963.5366,145201.48,1.61818968098672
"242","06/03/2017",4413935,"Draw","West Ham","Chelsea",34194.112,8379.48,4.08069617685107
"243","06/03/2017",4413935,"West Ham","West Ham","Chelsea",119994.305,20118.78,5.96429331201991
"244","06/05/2017",4414034,"Draw","Hull","Sunderland",590.4073332998,134.08,4.40339598224791
"245","06/05/2017",4414034,"Hull","Hull","Sunderland",94135.0069076536,61183.34,1.53857254127764
"246","06/05/2017",4414034,"Sunderland","Hull","Sunderland",21725.005,3055.46,7.1102239924594
"247","06/05/2017",4414172,"Burnley","Burnley","West Brom",39834.8467,16532.92,2.40942596347167
"248","06/05/2017",4414172,"Draw","Burnley","West Brom",11104.8808,3539.38,3.13752148681407
"249","06/05/2017",4414172,"West Brom","Burnley","West Brom",2511.884,737.1,3.40779270112603
"250","06/05/2017",4414364,"Draw","Leicester","Watford",2781.574,699.02,3.9792480901834
"251","06/05/2017",4414364,"Leicester","Leicester","Watford",5357.0944846792,3271.94,1.63728383915329
"252","06/05/2017",4414364,"Watford","Leicester","Watford",13341.035,2129.06,6.26616206213071
"253","06/05/2017",4414370,"Draw","Swansea","Everton",4301.553,1246.92,3.44974256568184
"254","06/05/2017",4414370,"Everton","Swansea","Everton",63026.3059,22443.26,2.80825093591573
"255","06/05/2017",4414370,"Swansea","Swansea","Everton",24778.5335,9811.02,2.52558179475732
"256","06/05/2017",4414400,"Crystal Palace","Manchester City","Crystal Palace",68016.74,5852.74,11.6213500001709
"257","06/05/2017",4414400,"Draw","Manchester City","Crystal Palace",13441.835,2111.6,6.36571083538549
"258","06/05/2017",4414400,"Manchester City","Manchester City","Crystal Palace",34361.9149294568,26849.5,1.27979720030007
"259","06/05/2017",4414432,"Bournemouth","Bournemouth","Stoke",12202.8205,5351.52,2.28025318040482
"260","06/05/2017",4414432,"Draw","Bournemouth","Stoke",9837.304,2754.76,3.57102034296999
"261","06/05/2017",4414432,"Stoke","Bournemouth","Stoke",839.261,294.66,2.84823525419127
"262","06/11/2016",4413997,"Draw","Leicester","West Brom",12227.451,3366.42,3.63218225889818
"263","06/11/2016",4413997,"Leicester","Leicester","West Brom",50912.7832,29330.16,1.73585085113753
"264","06/11/2016",4413997,"West Brom","Leicester","West Brom",20453.4,3606.58,5.67113442652042
"265","06/11/2016",4414029,"Arsenal","Arsenal","Tottenham",536233.1524,275322.56,1.9476542438077
"266","06/11/2016",4414029,"Draw","Arsenal","Tottenham",118264.091,32795.72,3.60608308035317
"267","06/11/2016",4414029,"Tottenham","Arsenal","Tottenham",58334.168,14436.28,4.04080330943983
"268","06/11/2016",4414076,"Draw","Hull","Southampton",2156.168,586.48,3.67645614513709
"269","06/11/2016",4414076,"Hull","Hull","Southampton",24298.715,4178.24,5.81553836064946
"270","06/11/2016",4414076,"Southampton","Hull","Southampton",34298.6124,19784.18,1.73363831101415
"271","06/11/2016",4414135,"Draw","Liverpool","Watford",9604.205,1623.48,5.91581356099244
"272","06/11/2016",4414135,"Liverpool","Liverpool","Watford",7178.2538,5729.2,1.25292428262236
"273","06/11/2016",4414135,"Watford","Liverpool","Watford",124077.38,9201.84,13.4839749441416
"274","06/11/2016",4414298,"Draw","Swansea","Manchester Utd",31427.654,7883.7,3.98640917335769
"275","06/11/2016",4414298,"Manchester Utd","Swansea","Manchester Utd",50855.9402,29885.7,1.70168141284962
"276","06/11/2016",4414298,"Swansea","Swansea","Manchester Utd",21383.229,4144.2,5.15979658317649
"277","07/05/2017",4414082,"Draw","Liverpool","Southampton",8109.637331578,1920.68,4.22227405480247
"278","07/05/2017",4414082,"Liverpool","Liverpool","Southampton",44337.6996175788,27644.12,1.60387451716961
"279","07/05/2017",4414082,"Southampton","Liverpool","Southampton",6982.93,1165.9,5.98930440003431
"280","07/05/2017",4414284,"Arsenal","Arsenal","Manchester Utd",155084.483,74157.4,2.09128803059438
"281","07/05/2017",4414284,"Draw","Arsenal","Manchester Utd",18938.831,5301.54,3.57232634291168
"282","07/05/2017",4414284,"Manchester Utd","Arsenal","Manchester Utd",79757.749,21289.12,3.74640891685518
"283","08/03/2017",4413888,"Draw","Manchester City","Stoke",21936.805,3311.3,6.62483163712137
"284","08/03/2017",4413888,"Manchester City","Manchester City","Stoke",23220.1770130468,19192.76,1.2098404300917
"285","08/03/2017",4413888,"Stoke","Manchester City","Stoke",466693.32,30471.28,15.315842327595
"286","08/04/2017",4414161,"Draw","Stoke","Liverpool",7510.531,2189.26,3.43062541680751
"287","08/04/2017",4414161,"Liverpool","Stoke","Liverpool",86595.619217264,42591.76,2.03315428189077
"288","08/04/2017",4414161,"Stoke","Stoke","Liverpool",18506.045,4868.5,3.80118003491835
"289","08/04/2017",4414209,"Bournemouth","Bournemouth","Chelsea",4146.41,682.92,6.07158964446787
"290","08/04/2017",4414209,"Chelsea","Bournemouth","Chelsea",86405.7839710818,54461.72,1.58654159235297
"291","08/04/2017",4414209,"Draw","Bournemouth","Chelsea",6369.3946666114,1521.46,4.18637010937613
"292","08/04/2017",4414233,"Draw","West Ham","Swansea",8881.641,2482.74,3.57735445515841
"293","08/04/2017",4414233,"Swansea","West Ham","Swansea",1898.37,520.26,3.64888709491408
"294","08/04/2017",4414233,"West Ham","West Ham","Swansea",8965.406,4189.38,2.14003169920131
"295","08/04/2017",4414300,"Draw","Manchester City","Hull",3448.85,459.98,7.49782599243445
"296","08/04/2017",4414300,"Hull","Manchester City","Hull",35260.66,2003.8,17.5968958977942
"297","08/04/2017",4414300,"Manchester City","Manchester City","Hull",15058.7210440068,12579.36,1.19709755059135
"298","08/04/2017",4414318,"Draw","West Brom","Southampton",2265.189,700.6,3.23321296031973
"299","08/04/2017",4414318,"Southampton","West Brom","Southampton",2164.7451,854.78,2.5325172559021
"300","08/04/2017",4414318,"West Brom","West Brom","Southampton",4307.4666,1423.56,3.0258412711793
"301","08/04/2017",4414376,"Draw","Tottenham","Watford",4036.005,676.38,5.96706732901623
"302","08/04/2017",4414376,"Tottenham","Tottenham","Watford",23902.4604168364,19466.18,1.22789681472361
"303","08/04/2017",4414376,"Watford","Tottenham","Watford",6485.2,473.18,13.7055665919946
"304","08/04/2017",4414387,"Burnley","Middlesbrough","Burnley",2336.656,711.44,3.28440346339818
"305","08/04/2017",4414387,"Draw","Middlesbrough","Burnley",4337.78,1340.64,3.23560389067908
"306","08/04/2017",4414387,"Middlesbrough","Middlesbrough","Burnley",4621.632,1853.1,2.49400032378177
"307","08/05/2017",4414252,"Chelsea","Chelsea","Middlesbrough",19131.8855346048,16643.96,1.14947918251455
"308","08/05/2017",4414252,"Draw","Chelsea","Middlesbrough",11618.97,1412.54,8.22558653206281
"309","08/05/2017",4414252,"Middlesbrough","Chelsea","Middlesbrough",112032.2,5259,21.3029473283894
"310","09/04/2017",4414088,"Draw","Sunderland","Manchester Utd",10869.682,2232,4.86992921146953
"311","09/04/2017",4414088,"Manchester Utd","Sunderland","Manchester Utd",40814.8924582128,28583.62,1.42791194601009
"312","09/04/2017",4414088,"Sunderland","Sunderland","Manchester Utd",14737.8,1626.14,9.06305730133937
"313","09/04/2017",4414338,"Draw","Everton","Leicester",45053.95,11409.82,3.94869945362854
"314","09/04/2017",4414338,"Everton","Everton","Leicester",191978.894399822,106927.4,1.79541347119468
"315","09/04/2017",4414338,"Leicester","Everton","Leicester",91571.9187331982,18184.88,5.03560753401717
"316","10/04/2017",4414306,"Arsenal","Crystal Palace","Arsenal",120721.231152758,68357.6,1.766025008964
"317","10/04/2017",4414306,"Crystal Palace","Crystal Palace","Arsenal",66874.657866592,14053.18,4.75868507103673
"318","10/04/2017",4414306,"Draw","Crystal Palace","Arsenal",15755.079,3876.3,4.06446327683616
"319","10/05/2017",5483887,"Arsenal","Southampton","Arsenal",58977.807545172,28737.66,2.05228287707392
"320","10/05/2017",5483887,"Draw","Southampton","Arsenal",19134.631,5065.08,3.7777549416791
"321","10/05/2017",5483887,"Southampton","Southampton","Arsenal",4886.764,1385.96,3.52590550953851
"322","10/09/2016",4413766,"Draw","Manchester Utd","Manchester City",141958.346,43679.14,3.25002612230918
"323","10/09/2016",4413766,"Manchester City","Manchester Utd","Manchester City",90043.962,27093.12,3.32349917617462
"324","10/09/2016",4413766,"Manchester Utd","Manchester Utd","Manchester City",513442.4502,212669.12,2.41427834092698
"325","10/09/2016",4413816,"Draw","Liverpool","Leicester",54597.53,13428.4,4.06582541479253
"326","10/09/2016",4413816,"Leicester","Liverpool","Leicester",26778.985,4940.46,5.42034243774871
"327","10/09/2016",4413816,"Liverpool","Liverpool","Leicester",262922.2164,157441.34,1.66996937653097
"328","10/09/2016",4414083,"Bournemouth","Bournemouth","West Brom",9512.207,4460.46,2.13256188823574
"329","10/09/2016",4414083,"Draw","Bournemouth","West Brom",360.062,111.24,3.23680330816253
"330","10/09/2016",4414083,"West Brom","Bournemouth","West Brom",3129.3376,787.54,3.97356020011682
"331","10/09/2016",4414123,"Crystal Palace","Middlesbrough","Crystal Palace",2296.463,652.24,3.52088648350301
"332","10/09/2016",4414123,"Draw","Middlesbrough","Crystal Palace",478.18,152.1,3.14385272846811
"333","10/09/2016",4414123,"Middlesbrough","Middlesbrough","Crystal Palace",16614.2986,6811.78,2.43905390367863
"334","10/09/2016",4414141,"Draw","West Ham","Watford",1823.114,502.8,3.62592283214002
"335","10/09/2016",4414141,"Watford","West Ham","Watford",2417.8152,544.96,4.43668379330593
"336","10/09/2016",4414141,"West Ham","West Ham","Watford",23867.1414,12350.1,1.93254640853111
"337","10/09/2016",4414257,"Draw","Stoke","Tottenham",873.106,239.36,3.64766878342246
"338","10/09/2016",4414257,"Stoke","Stoke","Tottenham",13952.19,3041.34,4.58751405630413
"339","10/09/2016",4414257,"Tottenham","Stoke","Tottenham",16696.312,8923.36,1.87107905542307
"340","10/09/2016",4414342,"Arsenal","Arsenal","Southampton",32225.0554,19940.5,1.61606055013666
"341","10/09/2016",4414342,"Draw","Arsenal","Southampton",1886.526,467.66,4.03396912286704
"342","10/09/2016",4414342,"Southampton","Arsenal","Southampton",11721.425,1947.28,6.01938344768087
"343","10/09/2016",4414346,"Burnley","Burnley","Hull",1704.9286,673.52,2.53137041216296
"344","10/09/2016",4414346,"Draw","Burnley","Hull",2632.379,837.3,3.14388988415144
"345","10/09/2016",4414346,"Hull","Burnley","Hull",3110.332,975.78,3.18753407530386
"346","10/12/2016",4414046,"Crystal Palace","Hull","Crystal Palace",7545.9426,3183.68,2.37019505729219
"347","10/12/2016",4414046,"Draw","Hull","Crystal Palace",3962.878,1200.92,3.29986843420045
"348","10/12/2016",4414046,"Hull","Hull","Crystal Palace",1365.962,421.26,3.242562787827
"349","10/12/2016",4414070,"Draw","Watford","Everton",13945.809,4158.8,3.35332523804944
"350","10/12/2016",4414070,"Everton","Watford","Everton",21319.6306,8683.4,2.45521691963977
"351","10/12/2016",4414070,"Watford","Watford","Everton",94923.0874,28747.04,3.30201256894623
"352","10/12/2016",4414077,"Arsenal","Arsenal","Stoke",12566.408,9188.78,1.36758176819991
"353","10/12/2016",4414077,"Draw","Arsenal","Stoke",7991.659,1466.46,5.44962631098018
"354","10/12/2016",4414077,"Stoke","Arsenal","Stoke",12900.14,1248.52,10.3323454970685
"355","10/12/2016",4414263,"Bournemouth","Burnley","Bournemouth",7330.721,3127.72,2.34379068458813
"356","10/12/2016",4414263,"Burnley","Burnley","Bournemouth",3649.107,1093.38,3.33745541348845
"357","10/12/2016",4414263,"Draw","Burnley","Bournemouth",6027.051,1822.64,3.306769850327
"358","10/12/2016",4414314,"Draw","Leicester","Manchester City",45205.317,11048.12,4.09167505421737
"359","10/12/2016",4414314,"Leicester","Leicester","Manchester City",24495.2114,5158.02,4.74895626616415
"360","10/12/2016",4414314,"Manchester City","Leicester","Manchester City",67881.2042,39575.58,1.71522954812033
"361","10/12/2016",4414420,"Draw","Swansea","Sunderland",46827.159,13023.04,3.59571643794383
"362","10/12/2016",4414420,"Sunderland","Swansea","Sunderland",3483.132,984.34,3.53854562447935
"363","10/12/2016",4414420,"Swansea","Swansea","Sunderland",4253.904,2009.4,2.11700209017617
"364","11/02/2017",4413938,"Draw","West Ham","West Brom",14432.003,4314.28,3.3451706889678
"365","11/02/2017",4413938,"West Brom","West Ham","West Brom",15415.131,4540.08,3.3953434741238
"366","11/02/2017",4413938,"West Ham","West Ham","West Brom",20486.833,8941.94,2.29109488544991
"367","11/02/2017",4413953,"Draw","Manchester Utd","Watford",5367.285,912.86,5.87963652695923
"368","11/02/2017",4413953,"Manchester Utd","Manchester Utd","Watford",56421.7922,44127.16,1.27861825234164
"369","11/02/2017",4413953,"Watford","Manchester Utd","Watford",57541.78,4190.2,13.7324662307288
"370","11/02/2017",4413959,"Draw","Liverpool","Tottenham",354842.522,103184.66,3.43890770197818
"371","11/02/2017",4413959,"Liverpool","Liverpool","Tottenham",174612.355,75048.22,2.32666884038023
"372","11/02/2017",4413959,"Tottenham","Liverpool","Tottenham",100157.289,29039.5,3.44900184231822
"373","11/02/2017",4413995,"Arsenal","Arsenal","Hull",49542.2848,37941.82,1.30574349886221
"374","11/02/2017",4413995,"Draw","Arsenal","Hull",30104.466,5257.16,5.72637431617071
"375","11/02/2017",4413995,"Hull","Arsenal","Hull",24817.45,2142.26,11.584704937776
"376","11/02/2017",4414019,"Draw","Middlesbrough","Everton",1427.008,437.7,3.26024217500571
"377","11/02/2017",4414019,"Everton","Middlesbrough","Everton",37932.773,17525.88,2.16438621056403
"378","11/02/2017",4414019,"Middlesbrough","Middlesbrough","Everton",4713.132,1244.18,3.78814319471459
"379","11/02/2017",4414091,"Draw","Sunderland","Southampton",1042.966,303.9,3.43193813754524
"380","11/02/2017",4414091,"Southampton","Sunderland","Southampton",14166.8336,7006.74,2.02188658348961
"381","11/02/2017",4414091,"Sunderland","Sunderland","Southampton",41094.114,10763.7,3.8178427492405
"382","11/02/2017",4414264,"Crystal Palace","Stoke","Crystal Palace",3111.606,827.8,3.7588862043972
"383","11/02/2017",4414264,"Draw","Stoke","Crystal Palace",3117.655,920.06,3.38853444340586
"384","11/02/2017",4414264,"Stoke","Stoke","Crystal Palace",31327.903,14274.9,2.19461453320163
"385","11/03/2017",4413749,"Draw","Everton","West Brom",4747.533,1220.46,3.88995378791603
"386","11/03/2017",4413749,"Everton","Everton","West Brom",65638.5513658428,39631.44,1.65622423424036
"387","11/03/2017",4413749,"West Brom","Everton","West Brom",21384.565,3618.74,5.90939525912334
"388","11/03/2017",4413772,"Bournemouth","Bournemouth","West Ham",3580.9033,1422.44,2.51743715024887
"389","11/03/2017",4413772,"Draw","Bournemouth","West Ham",38884.831,10826.44,3.59165441271554
"390","11/03/2017",4413772,"West Ham","Bournemouth","West Ham",17618.8786,6178.88,2.85146800067326
"391","11/03/2017",4413807,"Draw","Hull","Swansea",5312.725,1597.88,3.32485856259544
"392","11/03/2017",4413807,"Hull","Hull","Swansea",7203.3156,2882.12,2.49931147905014
"393","11/03/2017",4413807,"Swansea","Hull","Swansea",41605.5476,13604.1,3.05830945082732
"394","11/03/2017",4413858,"Arsenal","Arsenal","Leicester",9.0112,7.04,1.28
"395","11/03/2017",4413858,"Draw","Arsenal","Leicester",2.7,0.54,5
"396","11/03/2017",4413858,"Leicester","Arsenal","Leicester",175.56,18.48,9.5
"397","11/03/2017",4413922,"Sunderland","Middlesbrough","Sunderland",129.04,32.26,4
"398","11/03/2017",4413964,"Tottenham","Crystal Palace","Tottenham",0.5508,0.34,1.62
"399","11/09/2016",4413783,"Chelsea","Swansea","Chelsea",109038.3438,67412.54,1.61747864418104
"400","11/09/2016",4413783,"Draw","Swansea","Chelsea",35956.772,8678.32,4.14328718000719
"401","11/09/2016",4413783,"Swansea","Swansea","Chelsea",63636.215,10635.08,5.98361413360313
"402","11/12/2016",4413702,"Draw","Southampton","Middlesbrough",2269.858,618.68,3.66887243809401
"403","11/12/2016",4413702,"Middlesbrough","Southampton","Middlesbrough",38844.935,5815.46,6.67959800256557
"404","11/12/2016",4413702,"Southampton","Southampton","Middlesbrough",7116.7366,4297.94,1.65584829011108
"405","11/12/2016",4413719,"Draw","Manchester Utd","Tottenham",42409.769,12386.42,3.4238923756824
"406","11/12/2016",4413719,"Manchester Utd","Manchester Utd","Tottenham",94695.431,43513.02,2.17625508411046
"407","11/12/2016",4413719,"Tottenham","Manchester Utd","Tottenham",43570.322,12170.04,3.58012972841503
"408","11/12/2016",4414053,"Chelsea","Chelsea","West Brom",98042.9272,77006.96,1.27316968751915
"409","11/12/2016",4414053,"Draw","Chelsea","West Brom",3579.24,610.68,5.86107290233838
"410","11/12/2016",4414053,"West Brom","Chelsea","West Brom",19560.28,1381.18,14.1620064003244
"411","11/12/2016",4414340,"Draw","Liverpool","West Ham",8305.75,1515,5.48234323432343
"412","11/12/2016",4414340,"Liverpool","Liverpool","West Ham",5473.506,4223.64,1.2959215274029
"413","11/12/2016",4414340,"West Ham","Liverpool","West Ham",140909.35,12622.02,11.1637717259203
"414","12/02/2017",4413885,"Draw","Swansea","Leicester",18693.52,5547.12,3.36995053288914
"415","12/02/2017",4413885,"Leicester","Swansea","Leicester",15084.7106,5012.86,3.00920245129527
"416","12/02/2017",4413885,"Swansea","Swansea","Leicester",31457.0698,12757.2,2.46582869281661
"417","12/02/2017",4414354,"Burnley","Burnley","Chelsea",45101.02,4974.5,9.06644285857875
"418","12/02/2017",4414354,"Chelsea","Burnley","Chelsea",57070.0882,39510.98,1.44441084984478
